,1,3,6
0,0.28429319858697477,0.23460822528264408,0.27604726637127575
1,0.53464803886964,0.4015990154889314,0.5680710340395212
2,0.05256109716285147,0.02530856905723274,0.09746781609226247
3,0.19545174368370752,-0.09209657391290185,-0.5361754170304865
4,0.3211285639625747,-0.033087247375545234,0.38005195054550484
5,0.07965235694120729,-0.17353726302440903,0.5659226772856141
6,0.14895840265739468,0.10952613508877596,0.36393904810238326
7,0.2601826324783867,0.04687626836006587,0.2654916308836462
8,0.04158298685802788,-0.15055552036399764,-0.027912451807748498
9,0.14830782692387026,0.12179578398169331,0.7780787353588285
10,-0.03100202795019529,-0.04785327532554305,-0.012191613438570214
11,0.11896045385457332,-0.21835283731478525,0.3709513169333539
12,0.11633827469674901,0.04031181585509596,0.2726353471337336
13,0.4042321851111194,0.17762146969304868,0.3947851285833968
14,0.27605584738482264,0.21438780056155032,0.28424937198838407
15,0.16014688050643586,0.1706355941824399,0.2969116387316422
16,0.5919914887754484,0.04821855460955584,0.05908769658878863
17,0.1840903438251678,0.07143813265422726,0.35924544050319307
18,0.40513810535231015,0.25944469029503686,0.18615104158274462
19,0.1745690347000702,0.0349893507581942,0.6471762921661385
20,0.5789953846531671,0.17293236688634092,0.17580728267870654
21,0.44214209572416685,0.004927007050779906,0.11895097920433617
22,0.10749172984733484,0.1158359184882232,0.39004217607131864
23,0.10807023421947884,0.016843542299133027,0.09744121979823947
24,0.16914393211676443,0.24901292608658562,0.4807697661446361
25,0.36535756167457495,0.22472923277774481,0.18250131301969547
26,-0.028473869080981328,0.11666418769130914,0.4856364864274919
27,0.3900339396786028,0.16267484615341984,0.3012322087104941
28,0.2479459696087949,0.012376343448058423,0.10304509511821656
29,0.4359335768896256,0.04446083710731657,1.0
30,0.12396558681899734,0.4362011753083462,0.7406424163058972
31,0.23869572285950205,-0.10076771095880976,0.018837024121034072
32,0.146200286148818,-0.25619625105535093,-0.04005377830049009
33,0.32284813413751823,-0.09272377464793531,0.22581177580721762
34,0.40925778605188967,0.26767853996128915,0.7965580935119124
35,0.5923116394589512,0.05774244010597635,0.6214533801812079
36,0.29377231728820735,-0.01162514483370253,0.07682199151473511
37,0.0029855108041142277,0.2380131362626287,0.16297963298188853
38,0.15866705348768972,0.2235468822028228,0.5135501902836379
39,0.013019644751748669,-0.026232947599509084,0.15944734969526597
40,0.24649453037553049,0.43501604509867686,0.5867581358665181
41,0.23799202121101845,-0.10735388531607316,0.14436182364895803
42,0.19604121237066313,-0.15646399675334363,0.1686012972736659
43,0.6757003915870127,0.17111782125851874,0.21786379574651932
44,0.18815040988215725,-0.007064910540876767,0.27839532201317535
45,0.052927569544883576,-0.03008587287171928,0.2138821881005809
46,0.15632836404528352,0.08532672404173944,0.11342204266421711
47,0.12733366020108833,0.014226744408357181,0.2799871838065929
48,0.2516635688514196,-0.052694836878770454,0.10532539411298295
49,0.30958681900386587,0.7574705337010087,0.9526404207858385
50,0.11209341179786757,1.0,0.7657585845939936
51,0.22990692960221676,0.07841050371388329,0.32319791417706806
52,0.09343276971897332,0.13910447082067612,0.2348673648564014
53,0.18586099489822264,0.004803330799992656,0.17600019994962288
54,0.4132899305284508,0.35657947980844645,0.9174172853667142
55,0.32524104902865847,0.2157560202382742,0.24550859018121052
56,0.013828717515150635,0.149261029550026,0.6184283314602177
57,0.2824440487855303,0.08896745822757952,0.19813393993954234
58,0.5125999149605126,0.6921240898116388,0.5309523834266208
59,0.014699963204609319,-0.2010421361811647,0.05771901774954239
60,-0.01756680028525152,0.027077618243476497,0.3273610381148353
61,0.07771460269503361,-0.28192689005936816,-0.21069080675841548
62,0.8908146607475322,0.04334954021181547,0.09629941464922469
63,0.3240101882614287,0.79264610213872,0.3662381958411922
64,0.19870269299972954,0.326576684279932,0.5088553693995053
65,0.5340907240170977,0.3142006177016469,0.14315548676057838
66,-0.17059485292832596,-0.6781386911475736,-0.2217371603557202
67,0.16864058824195605,-0.07872692402696047,-0.1070131777508225
68,0.1158278125573437,-0.11748466475696577,0.1619218417101928
69,0.19627553949027338,0.21363333474320395,-0.2285333356195131
70,0.4505312416329121,-0.12619685636538375,0.36369572818834
71,-0.03386180670502299,0.004319714555709378,-0.36235765909123846
72,-1.0,-0.4961446036160879,0.3427073311738956
73,0.19863642610982327,-0.28643777532825393,0.2282337837127975
74,0.16797605054416964,0.6156965454448581,-0.13032461284648067
75,-0.03534734908354922,-0.07146154436433712,-0.21744865067181926
76,0.04934916842898186,-0.027769443118279506,-0.08191802294168797
77,0.09177368237639788,-0.345346312650454,-0.7899642500538765
78,0.08121680254412274,0.2227819535065547,0.485823909670907
79,-0.009922506377382087,-0.15048859222027453,-0.11021944750386936
80,0.02458051233571757,0.25774176855743025,0.02960220224464381
81,0.5587417054940867,0.08082070655968844,0.4672439632176527
82,0.09817387422045751,0.09635055798612768,0.13796914612392372
83,0.04996034898121877,-0.19261568043906246,-0.07689648252438389
84,0.26766979486549936,0.07818559117271857,0.21379773894646714
